annee;numAgglomeration;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationAgglomeration
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;2825
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;80005
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;353042
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;74257
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;353042
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;8119
;;;;;;;;;;;;;;;;;7462
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;94393
;;;;;;;;;;;;;;;;;14573
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;8921
;;;;;;;;;;;;;;;;;353042
;;;;;;;;;;;;;;;;;10403
;;;;;;;;;;;;;;;;;3588
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;168098
;;;;;;;;;;;;;;;;;65500
;;;;;;;;;;;;;;;;;178404
;;;;;;;;;;;;;;;;;6974
;;;;;;;;;;;;;;;;;15038
;;;;;;;;;;;;;;;;;4294
;;;;;;;;;;;;;;;;;6974
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;25276
;;;;;;;;;;;;;;;;;4740
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;13635
;;;;;;;;;;;;;;;;;41853
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;8298
;;;;;;;;;;;;;;;;;5075
;;;;;;;;;;;;;;;;;78130
;;;;;;;;;;;;;;;;;20372
;;;;;;;;;;;;;;;;;633690
;;;;;;;;;;;;;;;;;6230
;;;;;;;;;;;;;;;;;5241
;;;;;;;;;;;;;;;;;18093
;;;;;;;;;;;;;;;;;8818
;;;;;;;;;;;;;;;;;5853
;;;;;;;;;;;;;;;;;13279
;;;;;;;;;;;;;;;;;81651
;;;;;;;;;;;;;;;;;135448
;;;;;;;;;;;;;;;;;135448
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4524
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5670
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;2745
;;;;;;;;;;;;;;;;;87013
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;5054
;;;;;;;;;;;;;;;;;2732
;;;;;;;;;;;;;;;;;3239
;;;;;;;;;;;;;;;;;59778
;;;;;;;;;;;;;;;;;57928
;;;;;;;;;;;;;;;;;9626
;;;;;;;;;;;;;;;;;19411
;;;;;;;;;;;;;;;;;17468
;;;;;;;;;;;;;;;;;5970
;;;;;;;;;;;;;;;;;75329
;;;;;;;;;;;;;;;;;34823
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5328
;;;;;;;;;;;;;;;;;2869
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;7028
;;;;;;;;;;;;;;;;;7221
;;;;;;;;;;;;;;;;;18989
;;;;;;;;;;;;;;;;;456042
;;;;;;;;;;;;;;;;;456042
;;;;;;;;;;;;;;;;;27389
;;;;;;;;;;;;;;;;;187010
;;;;;;;;;;;;;;;;;6513
;;;;;;;;;;;;;;;;;74911
;;;;;;;;;;;;;;;;;28076
;;;;;;;;;;;;;;;;;353042
;;;;;;;;;;;;;;;;;8279
;;;;;;;;;;;;;;;;;8907
;;;;;;;;;;;;;;;;;60779
;;;;;;;;;;;;;;;;;2442
;;;;;;;;;;;;;;;;;3487
;;;;;;;;;;;;;;;;;40693
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;2137
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4014
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;57841
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;21674
;;;;;;;;;;;;;;;;;265892
;;;;;;;;;;;;;;;;;18440
;;;;;;;;;;;;;;;;;4803
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;89490
;;;;;;;;;;;;;;;;;12387
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;7140
;;;;;;;;;;;;;;;;;8255
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4234
;;;;;;;;;;;;;;;;;168098
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;33444
;;;;;;;;;;;;;;;;;7601
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;34823
;;;;;;;;;;;;;;;;;243244
;;;;;;;;;;;;;;;;;26662
;;;;;;;;;;;;;;;;;26662
;;;;;;;;;;;;;;;;;504537
;;;;;;;;;;;;;;;;;504537
;;;;;;;;;;;;;;;;;14208
;;;;;;;;;;;;;;;;;12036
;;;;;;;;;;;;;;;;;177103
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;135448
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5757
;;;;;;;;;;;;;;;;;11826
;;;;;;;;;;;;;;;;;12615
;;;;;;;;;;;;;;;;;5167
;;;;;;;;;;;;;;;;;5548
;;;;;;;;;;;;;;;;;15185
;;;;;;;;;;;;;;;;;21911
;;;;;;;;;;;;;;;;;4672
;;;;;;;;;;;;;;;;;16868
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;67699
;;;;;;;;;;;;;;;;;2074
;;;;;;;;;;;;;;;;;41248
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;3045
;;;;;;;;;;;;;;;;;5342
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;15740
;;;;;;;;;;;;;;;;;2973
;;;;;;;;;;;;;;;;;2623
;;;;;;;;;;;;;;;;;3972
;;;;;;;;;;;;;;;;;17189
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;236730
;;;;;;;;;;;;;;;;;129705
;;;;;;;;;;;;;;;;;21755
;;;;;;;;;;;;;;;;;5305
;;;;;;;;;;;;;;;;;6562
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;236730
;;;;;;;;;;;;;;;;;5876
;;;;;;;;;;;;;;;;;198639
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;3674
;;;;;;;;;;;;;;;;;8568
;;;;;;;;;;;;;;;;;8268
;;;;;;;;;;;;;;;;;70485
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;353042
;;;;;;;;;;;;;;;;;6514
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;13279
;;;;;;;;;;;;;;;;;4593
;;;;;;;;;;;;;;;;;49438
;;;;;;;;;;;;;;;;;28791
;;;;;;;;;;;;;;;;;67160
;;;;;;;;;;;;;;;;;14116
;;;;;;;;;;;;;;;;;7164
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;504537
;;;;;;;;;;;;;;;;;183347
;;;;;;;;;;;;;;;;;183347
;;;;;;;;;;;;;;;;;183347
;;;;;;;;;;;;;;;;;12989
;;;;;;;;;;;;;;;;;9751
;;;;;;;;;;;;;;;;;16046
;;;;;;;;;;;;;;;;;6740
;;;;;;;;;;;;;;;;;16982
;;;;;;;;;;;;;;;;;16982
;;;;;;;;;;;;;;;;;16982
;;;;;;;;;;;;;;;;;49914
;;;;;;;;;;;;;;;;;12366
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;210018
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;8479
;;;;;;;;;;;;;;;;;10150
;;;;;;;;;;;;;;;;;6395
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;355543
;;;;;;;;;;;;;;;;;9217
;;;;;;;;;;;;;;;;;2455
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;11537
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;13126
;;;;;;;;;;;;;;;;;9536
;;;;;;;;;;;;;;;;;55791
;;;;;;;;;;;;;;;;;56615
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4604
;;;;;;;;;;;;;;;;;14531
;;;;;;;;;;;;;;;;;6587
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;6615
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;3923
;;;;;;;;;;;;;;;;;12838
;;;;;;;;;;;;;;;;;4087
;;;;;;;;;;;;;;;;;6003
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;12917
;;;;;;;;;;;;;;;;;17817
;;;;;;;;;;;;;;;;;6173
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4660
;;;;;;;;;;;;;;;;;200971
;;;;;;;;;;;;;;;;;4620
;;;;;;;;;;;;;;;;;6074
;;;;;;;;;;;;;;;;;13105
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;11969
;;;;;;;;;;;;;;;;;3852
;;;;;;;;;;;;;;;;;4009
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;130502
;;;;;;;;;;;;;;;;;18356
;;;;;;;;;;;;;;;;;4121
;;;;;;;;;;;;;;;;;22373
;;;;;;;;;;;;;;;;;26024
;;;;;;;;;;;;;;;;;5695
;;;;;;;;;;;;;;;;;15266
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;19312
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;8588
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;14767
;;;;;;;;;;;;;;;;;243244
;;;;;;;;;;;;;;;;;8235
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;20214
;;;;;;;;;;;;;;;;;212949
;;;;;;;;;;;;;;;;;330871
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4746
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;33406
;;;;;;;;;;;;;;;;;2591
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;79899
;;;;;;;;;;;;;;;;;89490
;;;;;;;;;;;;;;;;;38325
;;;;;;;;;;;;;;;;;128466
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;50571
;;;;;;;;;;;;;;;;;57105
;;;;;;;;;;;;;;;;;57105
;;;;;;;;;;;;;;;;;3878
;;;;;;;;;;;;;;;;;17748
;;;;;;;;;;;;;;;;;3101
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;16812
;;;;;;;;;;;;;;;;;60408
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;29359
;;;;;;;;;;;;;;;;;29302
;;;;;;;;;;;;;;;;;11232
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4124
;;;;;;;;;;;;;;;;;4526
;;;;;;;;;;;;;;;;;42947
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;461101
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;22342
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4156
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;373130
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;6671
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;35729
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4622
;;;;;;;;;;;;;;;;;4147
;;;;;;;;;;;;;;;;;60716
;;;;;;;;;;;;;;;;;48824
;;;;;;;;;;;;;;;;;48824
;;;;;;;;;;;;;;;;;24221
;;;;;;;;;;;;;;;;;38768
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;16037
;;;;;;;;;;;;;;;;;23405
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;12288
;;;;;;;;;;;;;;;;;12615
;;;;;;;;;;;;;;;;;8101
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;13925
;;;;;;;;;;;;;;;;;132722
;;;;;;;;;;;;;;;;;10092
;;;;;;;;;;;;;;;;;75939
;;;;;;;;;;;;;;;;;2732
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;44863
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;29832
;;;;;;;;;;;;;;;;;2863
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;373130
;;;;;;;;;;;;;;;;;9783
;;;;;;;;;;;;;;;;;5474
;;;;;;;;;;;;;;;;;9492
;;;;;;;;;;;;;;;;;41552
;;;;;;;;;;;;;;;;;78876
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5030
;;;;;;;;;;;;;;;;;3946
;;;;;;;;;;;;;;;;;7165
;;;;;;;;;;;;;;;;;5786
;;;;;;;;;;;;;;;;;35978
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;12642
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;10951
;;;;;;;;;;;;;;;;;34823
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4196
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5213
;;;;;;;;;;;;;;;;;4383
;;;;;;;;;;;;;;;;;2861
;;;;;;;;;;;;;;;;;15657
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;18458
;;;;;;;;;;;;;;;;;428909
;;;;;;;;;;;;;;;;;53578
;;;;;;;;;;;;;;;;;53578
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;90841
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;65272
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;81266
;;;;;;;;;;;;;;;;;40141
;;;;;;;;;;;;;;;;;41552
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;32364
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072

