annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
2020;8;277752;5;18;3476;1;9922;151378;969482,23;7,781466315;4;15;3026;9122;138938;894432;7,614367873;277752
2002;9;137205;10;11;2839;;5556;198457;922519,44;13,75849;6;6;1643;2001;84342;345860;15,41309552;137205
2003;9;146289;10;11;2675;;4935;167340;778166,08;14,9794831;6;6;1643;1816;64479;255340;13,47867168;146289
2004;9;146289;10;11;2673;;4997;181173;852008,19;17,23174347;8;8;2255;2646;92723;391162;12,65690948;146289
2005;9;152499;11;12;2610;;5568;157869;738699,66;14,2207157;8;8;1690;3375;100094;452549;13,26166394;152499
2006;9;152499;11;12;2610;;5298;168525;797898,59;16,32480081;5;6;933;3370;117206;589380;23,1119472;152499
2007;9;152499;11;12;2610;;5470;175595;828607,53;15,7320635;9;10;2041;4854;160143;769147;16,22761196;152499
2008;9;152499;11;12;2610;;5491;161955;774823,16;14,42901358;5;5;813;1809;60487;270661;22,01304326;152499
2009;9;152499;11;12;2610;;5546;174931;852606,9;15,42147198;6;6;1276;1906;69378;308527;21,11507102;152499
2010;9;152499;11;12;2610;;5403;170236;832241,72;16,00024061;7;7;1666;2616;87168;393824;14,72551829;152499
2011;9;152499;11;12;2610;;5408;180722;958317,71;16,69610687;7;7;1666;2622;93227;459927;15,31477366;152499
2012;9;152499;11;12;2610;;5253;148540;821902,86;13,7482426;8;8;1964;3043;93170;460227;12,47476127;152499
2013;9;152499;11;12;2610;;5581;130128;724410,25;11,0904955;8;8;1964;3311;82522;415729;9,875257885;152499
2014;9;152499;11;12;2610;;5654;149648;808484,25;12,52279279;8;8;1964;3422;96955;481914;11,2368601;152499
1966;4;104813;;89;43337;;;424860;138169,88;;;;;;;;;104813
2015;9;152499;11;12;2660;;5796;151018;813556,02;12,98428401;8;8;2014;3196;88869;433135;11,31872891;152499
1967;4;104813;;21;6675;;;348652;131020,326;;;;;;;;;104813
2016;9;152499;11;13;2691;;6112;164716;883916,18;13,63174041;8;9;2045;3693;102549;503530;11,92451031;152499
1968;4;104813;;20;6268;;;324081;127274,0439;;;;;;;;;104813
2017;9;152499;11;13;2750;;6666;164949;878552,02;12,60689558;7;7;1624;2556;82589;392907;15,43226371;152499
1969;4;104813;;18;5937;;;275244;130504,7435;;;;;;;;;104813
2018;9;152499;11;13;2750;;7473;167802;886760,9;11,35008996;8;9;2104;5121;118063;581310;10,42497976;152499
1970;4;104813;;18;5937;;;262797;132924,1094;;;;;;;;;104813
2019;9;152499;11;13;2750;;8394;185920;994837,05;11,5708384;9;10;2293;6354;144536;724720;10,95639531;152499
1971;4;104813;;19;6155;;;238468;131942,0328;;;;;;;;;104813
2020;9;152499;11;13;2750;;4381;54249;279089,31;6,443539891;9;10;2293;3435;46133;227338;6,479636052;152499
1972;4;112178;;18;5767;;;244392;153245,8683;;;;;;;;;112178
2002;10;292131;5;19;4077;1;19972;570307;3488234,54;12,82651203;3;9;1748;7432;129611;700035;8,751515855;292131
1973;4;112178;;17;5457;;;261627;205408,2813;;;;;;;;;112178
2003;10;299704;5;19;4077;1;19022;535765;3303076,61;12,6510438;2;5;939;4117;73694;366449;9,076543538;299704
1974;4;112178;;18;5288;;;245909;216590,2643;;;;;;;;;112178
2004;10;299704;5;21;4303;1;20734;610856;3757519,66;14,21878015;1;3;698;2782;59007;303954;9,064640115;299704
1975;4;112178;;20;5555;;;278756;298324,7377;;;;;;;;;112178
2005;10;309056;4;17;3491;1;20432;534000;3325382,2;12,73385948;2;5;926;4086;66476;340347;8,497594249;309056
1976;4;112178;;19;5330;;;289109;364983,5279;;;;;;;;;112178
2006;10;309056;4;17;3491;1;20660;597447;3763100,6;13,81907868;2;5;926;4326;79077;414775;9,399560672;309056
1977;4;112178;;20;5549;;;267033;362960,6819;;;;;;;;;112178
2007;10;309056;4;17;3491;1;20465;543482;3422373,64;12,75344049;2;5;926;4388;76844;398361;8,906950166;309056
1978;4;112178;;21;5703;;;304891;462271,6123;;;;;;;;;112178
2008;10;309056;4;17;3491;1;20206;571149;3600508,61;13,5685698;1;3;698;3101;60482;322555;8,387347284;309056
1979;4;119068;;20;4926;;;335289;581069,3384;;;;;;;;;119068
2009;10;309056;4;17;3491;1;19703;592934;3826440,99;14,56586913;1;3;698;3084;62017;333339;8,663624985;309056
1980;4;119068;;18;4010;;;336976;769026,9332;;;;;;;;;119068
2010;10;309056;4;17;3491;1;19417;606116;3968173,24;15,19171864;1;3;698;2910;59968;327068;8,874655554;309056
1981;4;119068;;19;3990;;;375563;957437,6064;;;;;;;;;119068
2011;10;309056;4;17;3491;1;19918;653294;4385031,58;16,00227899;1;3;698;2995;63787;360704;9,22892396;309056
1982;4;119068;;21;4126;;;458019;1280095,037;;;;;;;;;119068
2012;10;309056;4;17;3491;1;18497;608076;4010123,05;16,10768336;2;5;926;2941;53443;299348;10,37204518;309056
1983;4;119068;;26;4935;;;451834;1376045,838;;;;;;;;;119068
2013;10;309056;4;17;3491;1;20710;586979;3927621,86;13,65996001;1;2;228;1362;18528;107073;11,90760807;309056
1984;4;119068;;30;5337;;;404867;1321863,781;;;;;;;;;119068
2014;10;309056;4;17;3491;1;21562;672244;4431488,43;14,95918981;2;5;926;4803;86118;479004;9,024868218;309056
1985;4;119068;;31;5220;;;369497;1265373,492;;;;;;;;;119068
2015;10;309056;4;17;3491;1;22114;686583;4442358,13;14,95831351;2;5;926;4797;90292;497816;9,446785716;309056
1986;4;119068;;34;5622;;;441270;1668584,314;;;;;;;;;119068
2016;10;309056;4;17;3491;1;26835;701999;4518562,45;12,66932157;3;7;1365;6956;129741;685458;9,13507542;309056
1987;4;130883;;29;4091;;;305500,6197;1247882,025;;;;;;;;;130883
2017;10;309056;4;17;3491;1;27827;698984;4561195,15;12,13472597;3;7;1365;7350;137818;722936;9,30814025;309056
1988;4;130883;;29;3995;;;278571,0743;1196160,812;;;;;;;;;130883
2018;10;309056;4;21;3803;1;34311;666032;4434965,06;10,64876992;3;7;1365;7276;126279;663006;8,547785532;309056
1989;4;130883;;24;3536;;;277119,8202;1245244,598;;;;;;;;;130883
2019;10;309056;4;21;3717;1;35680;715591;4825855,54;11,55314408;3;7;1365;7422;129427;675121;8,588814971;309056
1990;4;130883;;23;3380;;;289166,8143;1325477,212;;;;;;;;;130883
2020;10;309056;4;21;3717;1;17191;194873;1308007,04;6,563988386;3;7;1365;3237;33445;174054;5,157349667;309056
1991;4;130883;;21;3327;;;264805,9023;1268735,499;;;;;;;;;130883
2002;11;309770;15;37;7625;1;28837;675105;3445399,01;13,60691954;1;2;200;1018;17280;65046;17,06835243;309770
1992;4;130883;12;20;3283;;12012;260037;1242407,24;14,04943184;;;;;;;;130883
2003;11;341022;14;36;7225;1;27618;586862;3209745,67;12,58582139;1;2;200;910;14184;55126;15,25030105;341022
1993;4;130883;13;21;3483;;12679;298496;1419124,15;14,47496162;;;;;;;;130883
2004;11;341022;12;34;6661;1;28747;615804;3481561,02;13,00726526;4;5;959;1837;44910;197682;13,48891692;341022
1994;4;130883;14;22;3637;;11901;239796;1131344,75;12,64860913;;;;;;;;130883
2005;11;366957;13;35;6514;1;31759;558301;3130945,23;11,29188385;5;6;1009;2397;58652;254299;16,39207729;366957
1995;4;139561;13;21;3437;;13146;310157;1536872,03;14,89784292;;;;;;;;139561
2006;11;366957;11;29;5311;1;31538;603310;3499865,25;12,08592423;6;11;1575;8398;160586;861717;15,74854269;366957
1996;4;139561;12;20;3327;;14197;311120;1503312,26;13,35441745;;;;;;;;139561
2007;11;366957;11;34;6228;2;32869;604319;3478944,44;10,71585817;7;12;1835;8376;173753;917874;15,17380806;366957
1997;4;139561;15;23;3699;;14231;352547;1688803,2;15,55969935;;;;;;;;139561
2008;11;366957;11;33;6132;2;41677;721193;4270791,16;10,11732678;7;11;1739;6576;118147;583694;12,40766218;366957
1998;4;139561;14;22;3475;;14904;416931;2049209,48;18,21247119;;;;;;;;139561
2009;11;366957;12;34;6408;2;41805;826143;5208310,58;11,62652878;7;11;1739;6061;115722;573444;12,86787967;366957
1999;4;139561;14;22;3444;;16550;380450;1829477,74;15,11537867;;;;;;;;139561
2010;11;366957;11;32;6208;2;41254;880908;5696208,32;12,90426729;6;9;1539;6107;116614;579245;12,98364102;366957
2000;4;139561;14;22;3444;;16407;382761;1853377,9;15,41822573;;;;;;;;139561
2011;11;366957;11;32;5560;2;42562;946047;6102626,81;13,53851803;7;10;1815;6271;146230;746491;14,64468878;366957
2001;4;139561;15;23;3630;;16555;459322;2245614,51;17,9489965;;;;;;;;139561
2012;11;366957;11;32;5560;2;44260;889390;5691403,28;12,30820797;7;10;1815;6446;128869;646945;13,45046086;366957
2013;11;366957;11;31;5292;2;44342;839870;5382728,33;11,59553591;8;12;1998;10232;177841;923478;11,49897742;366957
2014;11;366957;11;31;5292;2;44747;931133;5895378,09;12,75444112;9;13;2204;11140;214017;1099742;12,67427971;366957
2015;11;366957;11;31;5392;2;44827;928191;6053872,96;12,6400417;8;12;2098;10661;190980;970326;11,40177062;366957
2016;11;366957;11;31;5242;2;45373;967342;6315359,76;13,41615958;8;12;1948;10752;212070;1100498;14,0975588;366957
2017;11;366957;11;31;5392;2;45616;932735;6215225,45;12,45735682;8;12;2098;11347;206370;1061367;12,02829158;366957
2018;11;366957;11;31;5392;2;48904;896867;5865003,42;11,0762664;8;12;2098;11380;202966;1018393;11,82601542;366957
2019;11;366957;11;33;5698;2;47733;932244;6094068,12;11,73643591;8;14;2404;11499;212272;1069407;11,41043642;366957
2020;11;366957;11;33;5698;2;23011;267568;1723449,29;6,851391273;7;17;3450;11655;140534;878771;6,102490082;366957
2002;12;263808;16;27;4527;;15152;432410;2219861,85;17,17515031;10;19;3295;12241;364682;1873000;17,52403487;263808
2003;12;273377;16;28;4584;;15593;376240;1977823,57;14,85761583;10;20;3431;12685;310054;1628063;14,57094627;273377
2004;12;273377;16;28;4609;;16079;436083;2305645,78;16,89352365;11;21;3620;12991;364026;1921597;16,7068551;273377
2005;12;279169;15;27;4490;;16303;371177;1956789,98;14,2433609;11;21;3657;13415;309528;1625172;13,85373303;279169
2006;12;279169;16;30;4970;;17231;431346;2302985,36;15,50404705;10;21;3582;13456;331994;1772585;14,81430249;279169
2007;12;279169;16;30;4720;;17724;451470;2430403,94;15,5678022;9;20;3410;15376;384122;2076388;14,97484518;279169
2008;12;279169;15;27;4581;;17303;454240;2497023,85;15,7938675;8;17;2846;12808;342118;1862178;16,38180772;279169
2009;12;279169;15;27;4581;;16977;458238;2588509,01;16,54253574;6;15;2465;11950;325237;1821222;17,18903515;279169
2010;12;279169;15;27;4581;;17039;463820;2689671,01;16,6092399;7;17;2770;13347;355906;2069626;16,74213594;279169
2011;12;279169;15;27;4419;;18895;511473;2958657,33;16,60411525;6;15;2465;13739;351579;2029458;16,15131878;279169
2012;12;279169;15;27;4419;;20264;463861;2726508,3;13,87500142;8;18;2987;16812;394424;2316904;14,62474101;279169
1966;5;91790;;22;7354;;;446332;155157,8838;;;;;;;;;91790
2013;12;279169;14;30;4779;1;23398;441795;2677842,86;11,52593286;8;24;3911;22434;426653;2605509;11,54046315;279169
1967;5;91790;;16;5603;;;417170;169558,9802;;;;;;;;;91790
2014;12;279169;15;31;4863;1;32775;602986;3689682,59;11,58404216;8;24;3911;31561;582417;3588098;11,56178386;279169
1968;5;91790;;16;5631;;;405441;171713,0849;;;;;;;;;91790
2015;12;279169;15;31;4783;1;32970;597231;3753588,6;11,68185764;8;23;3770;30488;541415;3425420;11,29714036;279169
1969;5;91790;;15;5217;;;365908;172017,678;;;;;;;;;91790
2016;12;279169;15;31;4783;1;33429;645613;4043867,47;12,53422283;9;24;3920;30927;585307;3691157;12,08971273;279169
1970;5;91790;;15;5199;;;397502;209811,3139;;;;;;;;;91790
2017;12;279169;15;31;4783;1;34043;640157;4012417,81;12,1791996;10;26;4225;33353;627030;3982712;12,17566134;279169
1971;5;91790;;16;5519;;;358858;224984,1072;;;;;;;;;91790
2018;12;279169;15;31;4783;1;37531;615849;3820263,12;10,50369195;11;26;4014;35396;570464;3549288;10,27059736;279169
1972;5;97358;;16;5581;;;365309;249127,458;;;;;;;;;97358
2019;12;279169;15;31;4783;1;37583;656398;4060012,49;11,21968271;11;25;3975;33853;580244;3606055;10,83728385;279169
1973;5;97358;;16;5745;;;370832;292826,0541;;;;;;;;;97358
2020;12;279169;16;32;5801;1;17711;188175;1134264,42;6,470819844;11;25;4895;16093;171180;1040538;6,367209207;279169
1974;5;97358;;16;5708;;;365219;328029,8861;;;;;;;;;97358
2002;13;1835719;49;154;27110;6;193013;6641407;39257627,89;18,89782279;22;53;7749;55843;1499530;7585793;18,12724576;1835719
1975;5;97358;;16;5708;;;386256;397000,2607;;;;;;;;;97358
2003;13;1937405;49;154;27163;6;197252;6323363;38340793,78;17,57732977;21;49;7395;54383;1377146;7104035;16,69665158;1937405
1976;5;97358;;16;5649;;;398051;463656,6116;;;;;;;;;97358
2004;13;1937405;48;162;28300;7;207212;6861299;42224977,28;18,55129689;20;43;6720;48928;1349725;6862116;17,71951901;1937405
1977;5;97358;;16;5535;;;376288;470870,804;;;;;;;;;97358
2005;13;2016622;49;163;27842;7;217725;6221631;38883304,91;16,52670772;22;46;6933;53071;1257828;6257070;16,21384788;2016622
1978;5;97358;;17;5607;;;429438;603325,5229;;;;;;;;;97358
2006;13;2016622;47;161;27335;7;218417;6358764;40394539,2;16,64503047;24;51;7572;60890;1429696;7139910;16,23148522;2016622
1979;5;105070;;19;6095;;;449216;718855,3518;;;;;;;;;105070
2007;13;2016622;47;161;27380;7;214452;5959735;38186150,24;15,96659672;23;50;7316;57925;1246889;6287470;14,71050291;2016622
1980;5;105070;;18;4938;;;412014;883174,3544;;;;;;;;;105070
2008;13;2016622;48;153;25580;6;213452;6267226;40582274,87;17,14098608;23;49;7236;59968;1367203;6988934;15,63259146;2016622
1981;5;105070;;17;4190;;;418798;1008343,535;;;;;;;;;105070
2009;13;2016622;47;152;25504;6;210212;6598989;44782621,88;18,54604707;24;51;7630;61635;1453569;7739009;15,9355989;2016622
1982;5;105070;;20;5068;;;526031;1418903,831;;;;;;;;;105070
2010;13;2016622;46;151;25409;6;211355;6979539;49942747,6;19,66138936;25;55;8330;68454;1608583;9052146;15,84326486;2016622
1983;5;105070;;24;5681;;;525013;1565317,391;;;;;;;;;105070
2011;13;2016622;45;151;25199;6;215991;6999460;50246880,82;19,2458292;26;56;8679;71027;1702121;9711906;16,00569506;2016622
1984;5;105070;;27;5794;;;517546;1659018,35;;;;;;;;;105070
2012;13;2016622;46;152;25439;6;219907;6599125;47898860,97;17,75176429;25;51;7795;62125;1323547;7621136;14,4028874;2016622
1985;5;105070;;29;6133;;;551243;1868469,427;;;;;;;;;105070
2013;13;2016622;50;156;26709;6;218795;6188865;44225300,41;16,79690591;26;53;8131;66203;1278724;7378316;12,89501915;2016622
1986;5;105070;;30;5996;;;541246;2051576,084;;;;;;;;;105070
2014;13;2016622;53;158;27193;6;228271;6700962;47674980,42;17,35060709;27;53;8111;68304;1355503;7649317;13,29954051;2016622
1987;5;113300;;29;5975;;;457600,9063;1892140,893;;;;;;;;;113300
2015;13;2016622;54;169;29621;7;241474;6558645;46877992,42;15,91292908;28;56;8333;73135;1330184;7540243;12,58564387;2016622
1988;5;113300;;27;5725;;;405924,4627;1734964,738;;;;;;;;;113300
2016;13;2016622;54;175;30237;7;253932;7025097;50130258,59;16,21936657;27;57;8678;71746;1391732;7931444;13,14979662;2016622
1989;5;113300;;27;5658;;;394905,4372;1757674,235;;;;;;;;;113300
2017;13;2016622;53;173;30224;7;259666;6772280;48572129,76;15,17935668;31;65;9754;85953;1598156;9068356;12,95039349;2016622
1990;5;113300;;27;5592;;;392023,7387;1783224,487;;;;;;;;;113300
2018;13;2016622;54;174;30425;7;259172;6681206;48057229,49;14,96054499;31;65;9743;85431;1596291;8992372;12,796801;2016622
1991;5;113300;;27;5432;;;365175,5668;1740733,039;;;;;;;;;113300
2019;13;2016622;55;190;31978;8;274997;7077440;53885817,74;15,34019243;32;69;9917;84986;1674441;9729951;13,78874892;2016622
1992;5;113300;21;26;5190;;10706;355580;1728669,3;16,61853594;;;;;;;;113300
2020;13;2016622;55;187;31402;8;142149;1996787;14848419,39;8,524148196;33;68;9684;45947;574536;3412443;9,193780753;2016622
1993;5;113300;21;27;5122;;12067;436936;2188166,76;19,0265928;;;;;;;;113300
2002;14;648385;33;70;16068;1;74857;2242961;10781071,24;14,47468873;13;22;5537;19429;569955;2246868;13,24539709;648385
1994;5;113300;20;27;4984;;12893;400777;2057849,19;16,29935433;;;;;;;;113300
2003;14;671351;34;71;16344;1;75516;2112990;10410813,77;13,3983228;12;20;5280;16518;493670;1909206;12,45894821;671351
1995;5;121419;21;29;5133;;13958;442357;2330337,22;17,16115166;;;;;;;;121419
2004;14;671351;34;71;16119;1;73915;2342842;11899221,96;15,1778805;13;21;5394;18114;575549;2278605;13,46975122;671351
1996;5;121419;24;32;5693;;15120;428032;2264739,54;15,96983568;;;;;;;;121419
2005;14;693579;33;64;14059;1;66658;1997936;10338834,25;14,79503043;18;27;5963;21806;622767;2555882;14,14848656;693579
1997;5;121419;24;34;5837;;15744;430018;2258808,71;15,49599896;;;;;;;;121419
2006;14;693579;33;65;14117;1;67810;2236750;11856354,92;16,10114173;18;28;6021;22759;732318;3122417;16,16858364;693579
1998;5;121419;24;34;5897;;17732;529316;2828449,81;18,12652776;;;;;;;;121419
2007;14;693579;33;65;14117;1;68713;2052377;10946882,85;14,83600158;17;27;5640;24530;661336;2852442;14,06910783;693579
1999;5;121419;24;35;6086;;18936;466263;2447623,72;14,90840817;;;;;;;;121419
2008;14;693579;33;65;14117;1;70652;2172248;11621960,29;15,28364852;17;27;5476;25117;715467;3145144;15,08556472;693579
2000;5;121419;23;35;6053;;19381;473707;2488833,2;15,02185065;;;;;;;;121419
2009;14;693579;33;65;14160;1;69472;2248571;11774960,55;16,17592724;17;27;5476;25223;688217;3007728;14,5055229;693579
2001;5;121419;23;35;6053;;21621;579483;3158949,56;16,4194143;;;;;;;;121419
2010;14;693579;33;65;14160;1;69202;2338726;12003351,54;16,9756786;18;28;5675;26099;733014;3278367;14,87823423;693579
2011;14;693579;33;65;14160;1;71536;2489270;13075199,21;17,48663215;17;27;5476;26492;805270;3631557;16,23753129;693579
2012;14;693579;33;65;14160;1;73299;2340922;12619186,32;15,899745;17;27;5476;27039;760772;3493625;15,08297229;693579
2013;14;693579;32;67;14424;2;78444;2168990;12121591,85;14,07634907;18;28;5857;27755;702132;3200150;13,12522362;693579
2014;14;693579;32;67;14424;2;82296;2445010;13811997,31;15,06928577;18;28;5857;27894;770639;3585799;14,2921709;693579
2015;14;693579;32;67;14524;2;82967;2431886;13984602,52;14,95212238;18;28;5957;28612;750533;3470469;13,52853828;693579
2016;14;693579;32;67;14324;2;83711;2490161;14561597,56;15,33327521;19;29;5868;29630;809833;3835468;14,28400842;693579
2017;14;693579;31;66;14033;2;82490;2405838;14306406,16;14,98988769;19;29;6068;29687;789932;3783898;13,83376893;693579
2018;14;693579;31;66;14033;2;82749;2288929;13760117,66;14,18668245;18;27;5830;27201;720038;3376073;13,16538119;693579
2019;14;693579;31;66;14033;2;82730;2382398;14642294,15;14,7530232;19;29;6068;30353;818733;3918073;13,83770031;693579
2020;14;693579;31;66;14033;2;39888;754065;4546862,49;9,678265209;19;29;6068;15359;294266;1403765;9,831856825;693579
2002;15;150778;9;14;2553;;8639;198837;1053445,77;12,56337384;5;10;1891;8171;181392;985949;11,90819128;150778
2003;15;149682;9;14;2468;;8421;167964;927236,64;11,20760466;5;10;1806;7898;152744;869562;10,58068967;149682
2004;15;149682;9;14;2464;;8289;195493;1068733,93;13,68369992;5;10;1802;7688;174891;983157;12,70052097;149682
2005;15;146219;9;14;2268;;8070;157841;857656,48;11,85967443;5;10;1781;7594;143351;799114;11,19072897;146219
2006;15;146219;9;14;2268;;8508;194211;1054489,29;13,7943844;5;10;1781;7981;180051;1008883;13,43465667;146219
2007;15;146219;9;14;2268;;8725;183321;986763,27;12,66072724;6;11;1881;8616;179879;973048;12,56048801;146219
2008;15;146219;10;15;2364;;8204;178090;958712,74;13,21854352;6;11;1881;8073;172359;936683;12,96375828;146219
2009;15;146219;9;14;2259;;8449;188390;1015107,85;13,3873879;5;10;1631;8030;176945;963990;13,38656842;146219
2010;15;146219;8;13;2168;;8587;197337;1094170,94;13,79485107;6;11;1881;8482;194422;1082899;13,72479396;146219
1966;6;722070;;16;5603;;;6764701;4085775,744;;;;;;;;;722070
2011;15;146219;7;12;2063;;8558;211177;1205326,5;14,6919639;6;11;1881;8464;207865;1189241;14,58714038;146219
1967;6;722070;;87;42821;;;5811565;3937500,476;;;;;;;;;722070
2012;15;146219;8;13;2168;;8881;190669;1118802,17;12,77980904;5;10;1631;8615;187921;1110510;13,37469369;146219
1968;6;722070;;88;42970;;;5405970;3764817,054;;;;;;;;;722070
2013;15;146219;8;13;2168;;10408;182137;1059504,59;10,39088253;6;11;1881;10297;180598;1053321;10,41900318;146219
1969;6;722070;;87;42615;;;5026399;3925061,246;;;;;;;;;722070
2014;15;146219;8;13;2169;;10583;211469;1179756,04;11,84599407;6;11;1882;10490;209505;1172868;11,84240872;146219
1970;6;722070;;84;41317;;;4909620;4186612,537;;;;;;;;;722070
2015;15;146219;8;15;2647;;12657;255160;1526356,93;12,76373092;6;13;2115;12494;250727;1503670;12,64657757;146219
1971;6;722070;;85;41362;;;4728590;4312902,065;;;;;;;;;722070
2016;15;146219;8;15;2647;;13320;278999;1685281,49;13,69666443;6;13;2115;13148;273421;1655971;13,52423764;146219
1972;6;816681;;84;39896;;;4963193;4926573,846;;;;;;;;;816681
2017;15;146219;8;15;2647;;14181;274319;1654449,84;12,53081668;6;13;2115;14270;278338;1684822;12,79837925;146219
1973;6;816681;;78;34941;;;4725730;5134899,391;;;;;;;;;816681
2018;15;146219;8;15;2647;;14745;275245;1634424,37;12,12972275;6;13;2115;14680;273739;1629253;12,12642466;146219
1974;6;816681;;78;34182;;;4673113;5698528,715;;;;;;;;;816681
2019;15;146219;8;15;2647;;15359;288596;1748448,61;12,26034954;6;13;2115;15309;287097;1743160;12,25131721;146219
1975;6;816681;;79;32837;;;4814280;6803766,863;;;;;;;;;816681
2020;15;146219;8;15;2647;;7809;92298;552438,81;7,689526355;6;13;2115;7758;91261;548648;7,666891255;146219
1976;6;816681;;85;33134;;;4719191;7548103,763;;;;;;;;;816681
2002;16;339628;13;31;5447;1;27858;694269;3546823,55;14,95156085;6;8;1534;3887;119526;497573;15,36474;339628
1977;6;816681;;92;31715;;;4439425;7860041,436;;;;;;;;;816681
2003;16;347037;13;31;5447;1;27823;618051;3378003,52;13,21524272;7;9;1664;4111;110861;463974;13,57502688;347037
1978;6;816681;;101;31567;;;4749206;9218912,52;;;;;;;;;816681
2004;16;347037;14;32;5620;1;32572;705639;3838586,06;13,28855974;7;9;1637;4605;136891;582043;15,2354697;347037
